A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,MendeleevNumber_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_At. Radius   (angstroms)_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_OrbitalD,host_Bsite0_IsHexagonal
La,,,Sc,Co,,4,0,-3.035703692,8,399.57,44.9559,631,1.0390625,4.939375,7.658633172,0.283125,-5.656209391,1.3275,592.4875,37.29375,14.9375,19.9125,46.10121875,-0.1798125,-0.825,1.22466883,0.831845411,1.275104711,2.74,3113.25,2.0375,13.3325,3.55,1.16,-4.79586452,1.877,2.74,3143,2.09,7.86,33.5,1.36,-4.79586452,2.74,11,1.27,0,0,1,0,0,21.75,1,8.25,0,0,1,1
La,,,Sc,Cr,,4,0,-3.109946075,8,399.57,44.9559,631,1.0403125,4.8325,7.666475835,0.2696875,-5.807792353,1.32875,585.9125,36.91875,14.375,19.51875,46.53479375,-0.1815625,-0.2,1.221885222,0.849106474,1.29253164,2.74,3088.5,2.06,13.2625,2.3,1.16,-4.79586452,1.877,2.74,3109,2.09,6.766,30.96,1.36,-4.79586452,2.74,11,1.27,0,0,1,0,0,21.375,1,8.5,0,0,1,1
La,,,Sc,Fe,,4,0,-3.080372977,8,399.57,44.9559,631,1.0455625,4.87525,7.661791214,0.2709375,-5.731527842,1.328125,592.56875,34.41875,14.75,18.675,46.29410625,-0.1815625,-0.40625,1.223546417,0.831636497,1.287326326,2.74,3098.25,2.04375,13.2225,2.7125,1.16,-4.79586452,1.877,2.74,3109,2.09,7.87,30.651,1.36,-4.79586452,2.74,11,1.27,0,0,1,0,0,21.625,1,8.375,0,0,1,1
La,,,Sc,Mn,,4,9.523520087,-3.056064202,8,399.57,44.9559,631,1.044625,4.848125,7.65940076,0.272338362,-5.777470398,1.328125,589.95,32.91875,14.5625,14.15125,46.35091875,-0.1835,0.2625,1.224395829,0.838423185,1.358307767,2.74,2999.75,2.0525,13.155,1.375,1.16,-4.79586452,1.877,2.74,3109,2.09,7.435,33.667,1.36,-4.79586452,2.74,11,1.27,0,0,1,0,0,21.5,1,8.5,0,0,1,1
La,,,Sc,Ni,,4,0,-2.998826551,8,399.57,44.9559,631,1.0359375,4.939375,7.657419999,0.2715625,-5.560330355,1.326875,591.15625,39.85625,15.125,19.33125,46.11620625,-0.18125,-0.61875,1.225100556,0.835283389,1.272972004,2.74,3096,2.03125,13.471,3.1375,1.16,-4.79586452,1.877,2.74,3109,2.09,7.635,35.17,1.36,-4.79586452,2.74,11,1.27,0,0,1,0,0,21.875,1,8.125,0,0,1,1
La,,,Sc,,,3,0,-3.208486405,8,399.57,44.9559,631,1.0525,4.57,7.757052555,0.26875,-5.606529638,1.345,584.55,34.05,12,14.65,46.9748,-0.189,0.2,1.190630233,0.852773376,1.310925197,2.74,3109,2.09,12.8,1.5,1.16,-4.79586452,1.877,2.74,3109,2.09,6.54,24.76,1.36,-4.79586452,2.74,11,1.27,0,0,1,0,0,21,1,9,0,0,1,1
La,,,Ti,Co,,4,23.94141725,-2.553876156,8,399.57,47.88,658,0.96375,6.435,7.2075761,0.3725,-6.177677159,1.245,623.05,47.5,31.75,37.225,42.74945,-0.141,-4.175,1.40932154,0.760028249,1.000801503,2.74,3351.5,1.835,15.32,10.25,1.16,-4.79586452,1.877,2.74,3560,2,7.86,33.5,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,24.5,1,5.5,0,0,1,1
La,,,Ti,Cr,,4,62.94422008,-2.641767437,8,399.57,47.88,658,0.96875,6.0075,7.238946755,0.31875,-6.784009008,1.25,596.75,46,29.5,35.65,44.48375,-0.148,-1.675,1.394696109,0.821025328,1.04503727,2.74,3252.5,1.925,15.04,5.25,1.16,-4.79586452,1.877,2.74,3560,2,6.82,30.96,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,23,1,6.5,0,0,1,1
La,,,Ti,Fe,,4,28.81237225,-2.616754548,8,399.57,47.88,658,0.98975,6.1785,7.220208269,0.32375,-6.478950963,1.2475,623.375,36,31,32.275,43.521,-0.148,-2.5,1.403395514,0.759331123,1.031547696,2.74,3291.5,1.86,14.88,6.9,1.16,-4.79586452,1.877,2.74,3560,2,7.87,30.651,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,24,1,6,0,0,1,1
La,,,Ti,Mn,,4,37.34883385,-2.674541698,8,399.57,47.88,658,0.986,6.07,7.210646453,0.329353448,-6.662721185,1.2475,612.9,30,30.25,14.18,43.74825,-0.15575,0.175,1.407876572,0.782463283,1.239092009,2.74,2897.5,1.895,14.61,1.55,1.16,-4.79586452,1.877,2.74,3560,2,7.435,33.667,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,23.5,1,6.5,0,0,1,1
La,,,Ti,Ni,,4,39.83120675,-2.458826844,8,399.57,47.88,658,0.95125,6.435,7.202723409,0.32625,-5.794161015,1.2425,617.725,57.75,32.5,34.9,42.8094,-0.14675,-3.35,1.411611371,0.771635477,0.995564968,2.74,3282.5,1.81,15.874,8.6,1.16,-4.79586452,1.877,2.74,3560,2,7.635,35.17,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,25,1,5,0,0,1,1
La,,,Ti,Co,,4,141.4705436,-2.712337509,8,399.57,47.88,658,0.973125,5.89,7.326515405,0.366875,-6.264531906,1.265,610.55,41.25,29.875,27.4625,44.1311,-0.15375,-2.2625,1.355431501,0.787847731,0.969300746,2.74,3455.75,1.9175,14.45,6.425,1.16,-4.79586452,1.877,2.74,3560,2,7.86,33.5,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,23.25,1,6.75,0,0,1,1
La,,,Ti,Cr,,4,117.1257784,-2.736682275,8,399.57,47.88,658,0.975625,5.67625,7.342200732,0.34,-6.56769783,1.2675,597.4,40.5,28.75,26.675,44.99825,-0.15725,-1.0125,1.348630707,0.81940003,0.989585784,2.74,3406.25,1.9625,14.31,3.925,1.16,-4.79586452,1.877,2.74,3560,2,6.82,30.96,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.5,1,7.25,0,0,1,1
La,,,Ti,Fe,,4,118.5429729,-2.73526508,8,399.57,47.88,658,0.986125,5.76175,7.332831489,0.3425,-6.415168808,1.26625,610.7125,35.5,29.5,24.9875,44.516875,-0.15725,-1.425,1.352684761,0.787473018,0.9834964,2.74,3425.75,1.93,14.23,4.75,1.16,-4.79586452,1.877,2.74,3560,2,7.87,30.651,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,23,1,7,0,0,1,1
La,,,Ti,Mn,,4,95.52052281,-2.75828753,8,399.57,47.88,658,0.98425,5.7075,7.328050581,0.345301724,-6.507053919,1.26625,605.475,32.5,29.125,15.94,44.6305,-0.161125,-0.0875,1.354762858,0.799732481,1.068840531,2.74,3228.75,1.9475,14.095,2.075,1.16,-4.79586452,1.877,2.74,3560,2,7.435,33.667,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.75,1,7.25,0,0,1,1
La,,,Ti,Ni,,4,208.9890749,-2.644818978,8,399.57,47.88,658,0.966875,5.89,7.324089059,0.34375,-6.072773834,1.26375,607.8875,46.375,30.25,26.3,44.161075,-0.156625,-1.85,1.356489639,0.79403844,0.966838062,2.74,3421.25,1.905,14.727,5.6,1.16,-4.79586452,1.877,2.74,3560,2,7.635,35.17,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,23.5,1,6.5,0,0,1,1
La,,,Ti,Co,,4,88.38029969,-2.786781561,8,399.57,47.88,658,0.9778125,5.6175,7.385985057,0.3640625,-6.307959279,1.275,604.3,38.125,28.9375,22.58125,44.821925,-0.160125,-1.30625,1.330002985,0.802535421,0.954282473,2.74,3507.875,1.95875,14.015,4.5125,1.16,-4.79586452,1.877,2.74,3560,2,7.86,33.5,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.625,1,7.375,0,0,1,1
La,,,Ti,Cr,,4,74.7468692,-2.796753194,8,399.57,47.88,658,0.9790625,5.510625,7.393827721,0.350625,-6.459542241,1.27625,597.725,37.75,28.375,22.1875,45.2555,-0.161875,-0.68125,1.326720588,0.818589792,0.964009771,2.74,3483.125,1.98125,13.945,3.2625,1.16,-4.79586452,1.877,2.74,3560,2,6.82,30.96,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.25,1,7.625,0,0,1,1
La,,,Ti,Fe,,4,79.23257647,-2.796415846,8,399.57,47.88,658,0.9843125,5.553375,7.3891431,0.351875,-6.38327773,1.275625,604.38125,35.25,28.75,21.34375,45.0148125,-0.161875,-0.8875,1.328679295,0.802340969,0.961111278,2.74,3492.875,1.965,13.905,3.675,1.16,-4.79586452,1.877,2.74,3560,2,7.87,30.651,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.5,1,7.5,0,0,1,1
La,,,Ti,Mn,,4,65.35570687,-2.808460571,8,399.57,47.88,658,0.983375,5.52625,7.386752646,0.353275862,-6.429220286,1.275625,601.7625,33.75,28.5625,16.82,45.071625,-0.1638125,-0.21875,1.329681008,0.808656122,1.000131409,2.74,3394.375,1.97375,13.8375,2.3375,1.16,-4.79586452,1.877,2.74,3560,2,7.435,33.667,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.375,1,7.625,0,0,1,1
La,,,Ti,Ni,,4,122.0387394,-2.76036667,8,399.57,47.88,658,0.9746875,5.6175,7.384771884,0.3525,-6.212080243,1.274375,602.96875,40.6875,29.125,22,44.8369125,-0.1615625,-1.1,1.330512186,0.805734928,0.95308745,2.74,3490.625,1.9525,14.1535,4.1,1.16,-4.79586452,1.877,2.74,3560,2,7.635,35.17,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22.75,1,7.25,0,0,1,1
La,,,Ti,,,3,30.17024475,-2.857036863,8,399.57,47.88,658,0.9825,5.345,7.44545471,0.36125,-6.351386653,1.285,598.05,35,28,17.7,45.51275,-0.1665,-0.35,1.305511,0.817781155,0.939722484,2.74,3560,2,13.58,2.6,1.16,-4.79586452,1.877,2.74,3560,2,6.82,27.491,1.36,-4.79586452,2.74,43,1.52,0,0,1,0,0,22,1,8,0,0,1,1
La,,,V,Co,,4,31.378064,-2.233302843,8,399.57,50.9415,650,0.9575,6.8275,7.074495714,0.335,-6.468685551,1.22,621.05,55,32.5,39.425,41.984075,-0.1325,-4.525,1.474934924,0.764346591,0.974560976,2.74,3396.5,1.795,15.855,10.95,1.16,-4.79586452,1.877,2.74,3650,1.92,7.86,33.5,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,25,1,5,0,0,1,0
La,,,V,Cr,,4,49.15732575,-2.403775123,8,399.57,50.9415,650,0.9625,6.4,7.105866369,0.28125,-7.0750174,1.225,594.75,53.5,30.25,37.85,43.718375,-0.1395,-2.025,1.458923703,0.826066933,1.016458916,2.74,3297.5,1.885,15.575,5.95,1.16,-4.79586452,1.877,2.74,3650,1.92,6.766,30.96,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.5,1,6,0,0,1,0
La,,,V,Fe,,4,28.2257425,-2.298072234,8,399.57,50.9415,650,0.9835,6.571,7.087127883,0.28625,-6.769959355,1.2225,621.375,43.5,31.75,34.475,42.755625,-0.1395,-2.85,1.468445532,0.763641524,1.00369254,2.74,3336.5,1.82,15.415,7.6,1.16,-4.79586452,1.877,2.74,3650,1.92,7.87,30.651,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,24.5,1,5.5,0,0,1,0
La,,,V,Ni,,4,104.542615,-2.12055853,8,399.57,50.9415,650,0.945,6.8275,7.069643023,0.28875,-6.085169408,1.2175,615.725,65.25,33.25,37.1,42.044025,-0.13825,-3.7,1.477443122,0.776087113,0.969594759,2.74,3327.5,1.77,16.409,9.3,1.16,-4.79586452,1.877,2.74,3650,1.92,7.635,35.17,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,25.5,1,4.5,0,0,1,0
La,,,V,Co,,4,61.21370263,-2.329756289,8,399.57,50.9415,650,0.96375,6.47875,7.126894826,0.310625,-6.701044494,1.2275,607.55,52.5,31,30.7625,42.9830375,-0.141,-2.7875,1.448384223,0.794830133,0.932811953,2.74,3523.25,1.8575,15.2525,7.475,1.16,-4.79586452,1.877,2.74,3650,1.92,7.86,33.5,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,24,1,6,0,0,1,0
La,,,V,Cr,,4,48.57118688,-2.427568054,8,399.57,50.9415,650,0.96625,6.265,7.142580153,0.28375,-7.004210419,1.23,594.4,51.75,29.875,29.975,43.8501875,-0.1445,-1.5375,1.440621347,0.826955586,0.95158371,2.74,3473.75,1.9025,15.1125,4.975,1.16,-4.79586452,1.877,2.74,3650,1.92,6.766,30.96,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.25,1,6.5,0,0,1,0
La,,,V,Fe,,4,35.15839525,-2.37766361,8,399.57,50.9415,650,0.97675,6.3505,7.133210911,0.28625,-6.851681396,1.22875,607.7125,46.75,30.625,28.2875,43.3688125,-0.1445,-1.95,1.445248269,0.794448751,0.945951705,2.74,3493.25,1.87,15.0325,5.8,1.16,-4.79586452,1.877,2.74,3650,1.92,7.87,30.651,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.75,1,6.25,0,0,1,0
La,,,V,Ni,,4,117.7144839,-2.273255508,8,399.57,50.9415,650,0.9575,6.47875,7.12446848,0.2875,-6.509286423,1.22625,604.8875,57.625,31.375,29.6,43.0130125,-0.143875,-2.375,1.449592531,0.8011315,0.930530973,2.74,3488.75,1.845,15.5295,6.65,1.16,-4.79586452,1.877,2.74,3650,1.92,7.635,35.17,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,24.25,1,5.75,0,0,1,0
La,,,V,Co,,4,57.49950031,-2.387658512,8,399.57,50.9415,650,0.966875,6.304375,7.153094382,0.2984375,-6.817223966,1.23125,600.8,51.25,30.25,26.43125,43.48251875,-0.14525,-1.91875,1.435464134,0.811002261,0.913250671,2.74,3586.625,1.88875,14.95125,5.7375,1.16,-4.79586452,1.877,2.74,3650,1.92,7.86,33.5,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.5,1,6.5,0,0,1,0
La,,,V,Cr,,4,36.68524244,-2.451057395,8,399.57,50.9415,650,0.968125,6.1975,7.160937045,0.285,-6.968806928,1.2325,594.225,50.875,29.6875,26.0375,43.91609375,-0.147,-1.29375,1.431641298,0.82740063,0.92215555,2.74,3561.875,1.91125,14.88125,4.4875,1.16,-4.79586452,1.877,2.74,3650,1.92,6.766,30.96,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.125,1,6.75,0,0,1,0
La,,,V,Fe,,4,35.12322163,-2.420960797,8,399.57,50.9415,650,0.973375,6.24025,7.156252424,0.28625,-6.892542417,1.231875,600.88125,48.375,30.0625,25.19375,43.67540625,-0.147,-1.5,1.433922322,0.810803684,0.919502934,2.74,3571.625,1.895,14.84125,4.9,1.16,-4.79586452,1.877,2.74,3650,1.92,7.87,30.651,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.375,1,6.625,0,0,1,0
La,,,V,Ni,,4,73.00164094,-2.372156371,8,399.57,50.9415,650,0.96375,6.304375,7.151881209,0.286875,-6.72134493,1.230625,599.46875,53.8125,30.4375,25.85,43.49750625,-0.1466875,-1.7125,1.436057308,0.814269771,0.912156147,2.74,3569.375,1.8825,15.08975,5.325,1.16,-4.79586452,1.877,2.74,3650,1.92,7.635,35.17,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23.625,1,6.375,0,0,1,0
La,,,V,,,3,36.257048,-2.463088985,8,399.57,50.9415,650,0.97,6.13,7.179293938,0.28625,-6.933403438,1.235,594.05,50,29.5,22.1,43.982,-0.1495,-1.05,1.42277251,0.827846154,0.894492948,2.74,3650,1.92,14.65,4,1.16,-4.79586452,1.877,2.74,3650,1.92,6.74,29.31,1.36,-4.79586452,2.74,46,1.64,0,0,1,0,0,23,1,7,0,0,1,0
Mg,,,Fe,,,3,636.3393247,-0.898799179,8,127.6,55.847,759.3,0.762,4.807,6.355728994,-0.005,-4.913878335,1.265,748.5,-103,61.5,118.1,-15.771,0.2855,5.6,1.287119192,0.971552746,0.36509299,1.72,3023,1.72,16.18,11.2,0.72,-1.51367083,1.6,1.72,3023,1.72,7.87,30.651,0.89,-1.51367083,1.72,55,1.77,0,0,0,0,0,26,1,4,0,0,0,0
Nd,Y,,Co,,,4,54.15149222,-1.833547606,6,393.3,58.9332,758,0.826875,7.0025,6.800157798,0.179375,-6.559713406,1.3925,676.25,41.25,35.875,58.5125,21.9031125,-0.07425,-8.075,1.469498836,0.784300792,0.980163407,2.3625,3143,1.67,17.06,17.9,1.29,-4.6307523,1.821,2.64,3143,1.67,7.86,33.5,1.075,-6.34029752,2.27,58,1.75,0.195,0,0.25,2.5,1,27,1,3,0,0,1,1
Nd,Y,,Cr,,,4,26.35395975,-2.372191667,6,393.3,51.996,652.8,0.836875,6.1475,6.862899107,0.071875,-7.772377103,1.4025,623.65,38.25,31.375,55.3625,25.3717125,-0.08825,-3.075,1.436762624,0.910692402,1.077746686,2.3625,2945,1.85,16.5,7.9,1.29,-4.6307523,1.821,2.64,2945,1.85,6.766,30.96,1.075,-6.34029752,2.27,49,1.73,0.195,0,0.25,2.5,1,24,1,5,0,0,1,0
Nd,Y,,Fe,,,4,31.76337063,-2.108750139,6,393.3,55.847,759.3,0.878875,6.4895,6.825422136,0.081875,-7.162261013,1.3975,676.9,18.25,34.375,48.6125,23.4462125,-0.08825,-4.725,1.456139017,0.782957988,1.046909871,2.3625,3023,1.72,16.18,11.2,1.29,-4.6307523,1.821,2.64,3023,1.72,7.87,30.651,1.075,-6.34029752,2.27,55,1.77,0.195,0,0.25,2.5,1,26,1,4,0,0,1,0
Nd,Y,,Ga,,,4,76.84371871,-2.294690324,6,393.3,69.723,578.8,0.871875,5.5075,7.344753113,-0.376875,-4.525646484,1.4425,586.65,20.75,43.875,28.8125,16.5082125,-0.04925,-0.025,1.226860733,1.027125086,1.428942435,2.3625,2478,1.81,20.51,1.8,1.29,-4.6307523,1.821,2.64,2478,1.81,5.999,30.71,1.075,-6.34029752,2.27,74,1.31,0.195,0,0.25,2.5,1,31,1,0,5,0,1,0
Nd,Y,,Mn,,,4,43.82195669,-2.201371689,6,393.3,54.938,717.4,0.871375,6.2725,6.806298504,0.093081897,-7.529801458,1.3975,655.95,6.25,32.875,12.4225,23.9007125,-0.10375,0.625,1.466229121,0.828686925,1.665126968,2.3625,2235,1.79,15.64,0.5,1.29,-4.6307523,1.821,2.64,2235,1.79,7.435,33.667,1.075,-6.34029752,2.27,52,1.61,0.195,0,0.25,2.5,1,25,1,5,0,0,1,0
Nd,Y,,Ni,,,4,82.62024503,-1.604858481,6,393.3,58.6934,736.7,0.801875,7.0025,6.790452415,0.086875,-5.792681118,1.3875,665.6,61.75,37.375,53.8625,22.0230125,-0.08575,-6.425,1.474696464,0.80697706,0.969258278,2.3625,3005,1.62,18.168,14.6,1.29,-4.6307523,1.821,2.64,3005,1.62,7.635,35.17,1.075,-6.34029752,2.27,61,1.75,0.195,0,0.25,2.5,1,28,1,2,0,0,1,0
Nd,Y,,Sc,,,4,31.50426003,-3.149843311,6,393.3,44.9559,631,0.934375,4.0475,7.587512862,0.064375,-6.162275378,1.5325,612.75,15.3,12.375,16.4125,28.8917625,-0.14775,0.125,1.14275138,0.942155309,1.200442913,2.3625,3109,2.09,12.8,1.5,1.29,-4.6307523,1.821,2.64,3109,2.09,6.54,24.76,1.075,-6.34029752,2.27,11,1.27,0.195,0,0.25,2.5,1,21,1,9,0,0,1,1
Nd,Y,,Ti,,,4,45.06238163,-2.829013518,6,393.3,47.88,658,0.864375,4.8225,7.275915017,0.156875,-6.907132393,1.4725,626.25,16.25,28.375,19.4625,27.4297125,-0.12525,-0.425,1.253012443,0.903495441,0.860524459,2.3625,3560,2,13.58,2.6,1.29,-4.6307523,1.821,2.64,3560,2,6.82,27.491,1.075,-6.34029752,2.27,43,1.52,0.195,0,0.25,2.5,1,22,1,8,0,0,1,1
Nd,Y,,V,,,4,0,-2.503506641,6,393.3,50.9415,650,0.851875,5.6075,7.009754245,0.081875,-7.489149178,1.4225,622.25,31.25,29.875,23.8625,25.8989625,-0.10825,-1.125,1.365558513,0.914615385,0.819106783,2.3625,3650,1.92,14.65,4,1.29,-4.6307523,1.821,2.64,3650,1.92,6.74,29.31,1.075,-6.34029752,2.27,46,1.64,0.195,0,0.25,2.5,1,23,1,7,0,0,1,0
Nd,Y,,Co,,,4,45.40436553,-1.818874813,4,283.68,58.9332,758,0.85125,7.32,6.82469403,0.17875,-6.346932351,1.395,665.5,47.5,36.75,58.425,28.819875,-0.088,-8.1,1.478409247,0.755936675,0.906750603,2.455,3143,1.67,17.06,17.9,1.29,-4.6307523,1.821,2.64,3143,1.67,7.86,33.5,1.075,-6.34029752,2.27,58,1.75,0.195,0,0.5,5,2,27,1,3,0,0,0,1
Nd,Y,,Cr,,,4,33.885364,-2.350932624,4,283.68,51.996,652.8,0.86125,6.465,6.887435339,0.07125,-7.559596049,1.405,612.9,44.5,32.25,55.275,32.288475,-0.102,-3.1,1.445474536,0.877757353,0.997025037,2.455,2945,1.85,16.5,7.9,1.29,-4.6307523,1.821,2.64,2945,1.85,6.766,30.96,1.075,-6.34029752,2.27,49,1.73,0.195,0,0.5,5,2,24,1,5,0,0,0,0
Nd,Y,,Fe,,,4,38.65176325,-2.089291846,4,283.68,55.847,759.3,0.90325,6.807,6.849958368,0.08125,-6.949479959,1.4,666.15,24.5,35.25,48.525,30.362975,-0.102,-4.75,1.464968419,0.754642434,0.968497854,2.455,3023,1.72,16.18,11.2,1.29,-4.6307523,1.821,2.64,3023,1.72,7.87,30.651,1.075,-6.34029752,2.27,55,1.77,0.195,0,0.5,5,2,26,1,4,0,0,0,0
Nd,Y,,Ga,,,4,79.07980342,-2.274774531,4,283.68,69.723,578.8,0.89625,5.825,7.369289346,-0.3775,-4.31286543,1.445,575.9,27,44.75,28.725,23.424975,-0.063,-0.05,1.23429989,0.989979267,1.321916738,2.455,2478,1.81,20.51,1.8,1.29,-4.6307523,1.821,2.64,2478,1.81,5.999,30.71,1.075,-6.34029752,2.27,74,1.31,0.195,0,0.5,5,2,31,1,0,5,0,0,0
Nd,Y,,Mn,,,4,45.03777853,-2.182271646,4,283.68,54.938,717.4,0.89575,6.59,6.830834736,0.092456897,-7.317020404,1.4,645.2,12.5,33.75,12.335,30.817475,-0.1175,0.6,1.475119705,0.798717591,1.540411395,2.455,2235,1.79,15.64,0.5,1.29,-4.6307523,1.821,2.64,2235,1.79,7.435,33.667,1.075,-6.34029752,2.27,52,1.61,0.195,0,0.5,5,2,25,1,5,0,0,0,0
Nd,Y,,Ni,,,4,73.30236834,-1.590756438,4,283.68,58.6934,736.7,0.82625,7.32,6.814988647,0.08625,-5.579900064,1.39,654.85,68,38.25,53.775,28.939775,-0.0995,-6.45,1.483638391,0.77779286,0.896662252,2.455,3005,1.62,18.168,14.6,1.29,-4.6307523,1.821,2.64,3005,1.62,7.635,35.17,1.075,-6.34029752,2.27,61,1.75,0.195,0,0.5,5,2,28,1,2,0,0,0,0
Nd,Y,,Sc,,,4,30.74580969,-3.132932518,4,283.68,44.9559,631,0.95875,4.365,7.612049094,0.06375,-5.949494324,1.535,602,21.55,13.25,16.325,35.808525,-0.1615,0.1,1.149680534,0.908082409,1.110531496,2.455,3109,2.09,12.8,1.5,1.29,-4.6307523,1.821,2.64,3109,2.09,6.54,24.76,1.075,-6.34029752,2.27,11,1.27,0.195,0,0.5,5,2,21,1,9,0,0,0,1
Nd,Y,,Ti,,,4,46.69821725,-2.812441726,4,283.68,47.88,658,0.88875,5.14,7.300451249,0.15625,-6.694351339,1.475,615.5,22.5,29.25,19.375,34.346475,-0.139,-0.45,1.260610173,0.870820669,0.796072437,2.455,3560,2,13.58,2.6,1.29,-4.6307523,1.821,2.64,3560,2,6.82,27.491,1.075,-6.34029752,2.27,43,1.52,0.195,0,0.5,5,2,22,1,8,0,0,0,1
Nd,Y,,V,,,4,0,-2.489659098,4,283.68,50.9415,650,0.87625,5.925,7.034290477,0.08125,-7.276368124,1.425,611.5,37.5,30.75,23.775,32.815725,-0.122,-1.15,1.373838673,0.881538462,0.757756884,2.455,3650,1.92,14.65,4,1.29,-4.6307523,1.821,2.64,3650,1.92,6.74,29.31,1.075,-6.34029752,2.27,46,1.64,0.195,0,0.5,5,2,23,1,7,0,0,0,0
Nd,,,Fe,,,3,209.8692985,-1.892934511,8,283.68,55.847,759.3,0.952,7.442,6.899030832,0.08,-6.52391785,1.405,644.65,37,37,48.35,44.1965,-0.1295,-4.8,1.482627223,0.698011326,0.81167382,2.64,3023,1.72,16.18,11.2,1.29,-4.6307523,1.821,2.64,3023,1.72,7.87,30.651,1.27,-4.6307523,2.64,55,1.77,0,0,1,10,4,26,1,4,0,0,0,0
Pr,Ba,,Co,Ni,,5,169.625113,-1.275689108,4,332.63,58.9332,758,0.955,7.04,7.341219063,0.105,-4.831016484,1.485,630.15,44.75,36.25,55.4,40.152775,-0.117,-7.05,1.670693432,0.686358467,0.629768247,2.715,3074,1.645,17.614,16.25,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.2,-4.64853984,2.67,58,1.75,0.41,0,0.5,5.5,1.5,27.5,1,2.5,0,0,0,1
Pr,Ba,,Co,Ni,,5,163.7991748,-1.331570139,4,332.63,58.9332,758,0.96125,7.04,7.343645408,0.128125,-5.022774556,1.48625,632.8125,39.625,35.875,56.5625,40.1228,-0.114125,-7.4625,1.669220027,0.681502641,0.63153466,2.715,3108.5,1.6575,17.337,17.075,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.2,-4.64853984,2.67,58,1.75,0.41,0,0.5,5.5,1.5,27.25,1,2.75,0,0,0,1
